blackness,connectivity,ext_above,ext_below,max_width,median_width,pct_wide,left_white,right_white,left_contrast,right_contrast,local_density,label
0.3103448275862069,0.20689655172413793,0,0,4,4.0,1.0,228.9090909090909,175.93939393939397,4.863636363636374,-48.106060606060566,0.11580086580086581,1
0.4827586206896552,0.3103448275862069,0,0,6,5.0,1.0,226.6439393939394,176.219696969697,5.916666666666686,-44.50757575757572,0.12554112554112554,0
0.5862068965517241,0.3448275862068966,0,0,7,5.0,0.8,224.93939393939397,179.80303030303034,35.34848484848487,-9.787878787878753,0.1396103896103896,0
0.6206896551724138,0.3448275862068966,0,0,8,5.0,0.6666666666666666,224.46969696969697,186.1742424242424,46.44696969696969,8.151515151515127,0.1590909090909091,0
0.5862068965517241,0.3448275862068966,0,0,8,5.0,0.6666666666666666,223.39393939393938,194.530303030303,48.96212121212119,20.098484848484816,0.1774891774891775,0
0.5862068965517241,0.3448275862068966,0,0,8,5.0,0.8,211.45454545454547,199.9242424242424,36.09090909090909,24.560606060606034,0.19264069264069264,0
0.5517241379310345,0.20689655172413793,0,0,8,5.0,0.8,196.11363636363637,198.79545454545453,17.25,19.93181818181816,0.19913419913419914,0
0.5517241379310345,0.2413793103448276,0,0,7,5.5,0.75,180.68181818181822,186.60606060606062,-4.499999999999972,1.4242424242424363,0.2012987012987013,0
0.5172413793103449,0.3103448275862069,0,0,6,4.5,0.5,175.93939393939397,170.31818181818184,-18.537878787878753,-24.159090909090878,0.20238095238095238,0
0.3793103448275862,0.3448275862068966,0,0,4,3.5,0.5,176.219696969697,157.80303030303028,-27.71212121212119,-46.128787878787904,0.20454545454545456,0
0.4827586206896552,0.3448275862068966,0,0,6,5.0,1.0,179.80303030303034,157.19696969696966,-21.560606060606034,-44.166666666666714,0.20454545454545456,0
0.7241379310344828,0.6551724137931034,0,0,6,5.0,1.0,186.1742424242424,168.50757575757575,-4.916666666666686,-22.583333333333343,0.20238095238095238,0
0.7241379310344828,0.6206896551724138,0,0,6,5.0,1.0,194.530303030303,187.75,27.16666666666663,20.386363636363626,0.19913419913419914,0
0.6551724137931034,0.6206896551724138,0,0,7,5.0,0.8888888888888888,199.9242424242424,201.8409090909091,47.42424242424241,49.34090909090909,0.18831168831168832,0
0.6551724137931034,0.5862068965517241,0,0,7,5.0,0.8888888888888888,198.7954545454546,206.03787878787878,45.25000000000006,52.49242424242425,0.17424242424242425,0
0.6206896551724138,0.5517241379310345,0,0,7,5.0,1.0,186.60606060606062,204.3106060606061,21.06060606060609,38.76515151515156,0.16017316017316016,0
0.4827586206896552,0.5172413793103449,0,0,7,4.5,1.0,170.31818181818184,208.61363636363637,-16.113636363636346,22.181818181818187,0.15476190476190477,0
0.4827586206896552,0.4827586206896552,0,0,7,7.0,1.0,157.80303030303028,218.75757575757575,-53.469696969697,7.48484848484847,0.16017316017316016,0
0.4482758620689655,0.3448275862068966,0,0,6,3.0,0.3333333333333333,157.1969696969697,226.53030303030303,-50.621212121212125,18.712121212121218,0.16883116883116883,0
0.41379310344827586,0.20689655172413793,0,0,3,2.0,0.0,168.50757575757575,229.20454545454547,-30.51515151515153,30.181818181818187,0.18073593073593072,0
0.6551724137931034,0.20689655172413793,0,0,0,0,0,218.75757575757575,154.38636363636363,-6.651515151515156,-71.02272727272728,0.2532467532467532,0
0.6896551724137931,0.27586206896551724,0,0,5,4.0,0.6666666666666666,226.53030303030303,158.56060606060606,37.098484848484844,-30.871212121212125,0.24891774891774893,0
0.7931034482758621,0.3448275862068966,0,0,6,3.0,0.42857142857142855,229.20454545454547,153.12878787878788,62.386363636363654,-13.689393939393938,0.2435064935064935,0
0.9310344827586207,0.6896551724137931,0,0,7,3.0,0.375,227.8560606060606,132.09848484848484,75.74242424242422,-20.01515151515153,0.24134199134199133,0
