blackness,connectivity,ext_above,ext_below,max_width,median_width,pct_wide,left_white,right_white,left_contrast,right_contrast,local_density,label
0.23333333333333334,0.3,0,0,0,0,0,254.39716312056737,203.7304964539007,0.8014184397163149,-49.86524822695034,0.07053140096618357,0
0.3333333333333333,0.36666666666666664,0,0,3,2.5,0.0,254.3971631205674,210.19148936170214,20.971631205673788,-23.234042553191472,0.07729468599033816,0
0.36666666666666664,0.36666666666666664,0,0,5,3.0,0.2,254.41134751773052,215.94326241134752,46.17730496453902,7.709219858156018,0.08405797101449275,0
0.3333333333333333,0.36666666666666664,0,0,5,3.0,0.2,254.27659574468086,217.2836879432624,57.404255319148945,20.41134751773049,0.08985507246376812,0
0.3,0.36666666666666664,0,0,5,3.0,0.3333333333333333,247.2127659574468,217.41134751773052,46.404255319148945,16.602836879432658,0.09758454106280193,0
0.16666666666666666,0.3,0,0,5,5.0,1.0,231.7517730496454,217.12765957446808,18.241134751773075,3.61702127659575,0.10434782608695652,0
0.1,0.23333333333333334,0,0,5,5.0,1.0,212.8439716312057,217.354609929078,-3.411347517730462,1.0992907801418426,0.1111111111111111,0
0.23333333333333334,0.4,0,0,7,6.5,1.0,220.4468085106383,213.80851063829786,4.021276595744695,-2.61702127659575,0.1178743961352657,0
0.36666666666666664,0.4,0,0,7,5.5,0.75,219.3404255319149,233.39007092198582,8.127659574468083,22.17730496453902,0.11207729468599034,0
0.3333333333333333,0.4,0,0,7,4.0,0.6,218.2127659574468,248.27659574468086,22.063829787234027,52.12765957446808,0.10531400966183575,0
0.3333333333333333,0.36666666666666664,0,0,7,4.0,0.6,217.2482269503546,254.61702127659575,21.375886524822675,58.74468085106383,0.09951690821256039,0
0.3,0.3333333333333333,0,0,6,4.5,0.75,214.92198581560285,254.41134751773052,4.964539007092213,44.45390070921988,0.09371980676328502,0
0.2,0.3,0,0,5,4.5,1.0,207.92907801418437,254.3971631205674,-27.666666666666686,18.801418439716343,0.08695652173913043,0
0.26666666666666666,0.3,0,0,0,0,0,254.20567375886526,189.02127659574467,14.078014184397176,-51.10638297872342,0.08502415458937199,0
0.3,0.3333333333333333,15,0,4,4.0,1.0,254.20567375886526,215.51063829787233,76.41843971631207,37.72340425531914,0.08502415458937199,0
0.3333333333333333,0.3333333333333333,15,0,5,4.0,1.0,253.77304964539007,233.79432624113474,90.39007092198582,70.41134751773049,0.08695652173913043,0
0.36666666666666664,0.36666666666666664,14,0,5,4.0,1.0,249.14893617021278,238.8368794326241,90.91489361702128,80.6028368794326,0.08888888888888889,0
0.36666666666666664,0.36666666666666664,14,0,5,4.0,1.0,223.5390070921986,239.90070921985816,38.47517730496455,54.8368794326241,0.09082125603864734,0
0.26666666666666666,0.4,0,0,6,5.5,1.0,193.76595744680853,240.36170212765956,-29.99999999999997,16.595744680851055,0.0927536231884058,0
0.13333333333333333,0.4,0,0,7,6.0,1.0,166.468085106383,240.91489361702125,-71.23404255319147,3.212765957446777,0.09565217391304348,0
0.16666666666666666,0.23333333333333334,0,0,6,5.0,1.0,241.85815602836882,200.51063829787233,2.6879432624113804,-38.65957446808511,0.06570048309178744,0
0.2,0.4,0,0,4,4.0,1.0,241.77304964539007,220.09929078014184,6.198581560283685,-15.475177304964546,0.06280193236714976,0
0.3333333333333333,0.36666666666666664,0,0,4,3.5,0.5,241.58156028368793,244.99290780141845,21.092198581560268,24.503546099290787,0.06086956521739131,0
0.3,0.3333333333333333,14,0,4,2.0,0.2,240.95744680851067,253.0709219858156,49.12765957446811,61.241134751773046,0.05893719806763285,0
0.23333333333333334,0.3333333333333333,14,0,3,2.0,0.0,238.79432624113474,254.20567375886526,58.858156028368796,74.26950354609932,0.05603864734299517,0
0.1,0.3,0,0,0,0,0,231.74468085106386,254.20567375886526,1.978723404255362,24.43971631205676,0.05314009661835749,0
0.13333333333333333,0.4,0,0,6,6.0,1.0,253.95744680851064,146.822695035461,9.510638297872333,-97.6241134751773,0.08888888888888889,0
0.43333333333333335,0.4,0,0,7,7.0,1.0,252.08510638297875,167.23404255319147,13.446808510638334,-71.40425531914894,0.08888888888888889,0
0.43333333333333335,0.4,14,0,8,4.0,1.0,249.51063829787233,198.38297872340425,65.02127659574467,13.893617021276583,0.08888888888888889,0
0.43333333333333335,0.4,14,0,9,4.0,1.0,246.57446808510636,228.36170212765956,103.14893617021275,84.93617021276594,0.08888888888888889,0
