blackness,connectivity,box_density_above,box_density_below,median_width,max_width,pct_wide,max_bound_width,left_white,right_white,left_contrast,right_contrast,local_density,grid_above_left,grid_above_center,grid_above_right,grid_top_left,grid_top_center,grid_top_right,grid_bot_left,grid_bot_center,grid_bot_right,grid_below_left,grid_below_center,grid_below_right,space_blob_left_1,space_blob_right_1,space_blob_left_2,space_blob_right_2,space_blob_left_3,space_blob_right_3,space_blob_left_4,space_blob_right_4,label
0.96,0.96,0.0,0.0,2.0,2,0.0,14,228.64912280701753,225.08771929824562,88.30701754385964,84.74561403508773,0.11772853185595568,0.08653846153846154,0.0,0.038461538461538464,0.0,0.3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.96,0.96,0.0,0.0,2.0,2,0.0,14,228.64912280701753,225.08771929824562,88.30701754385964,84.74561403508773,0.11772853185595568,0.08653846153846154,0.0,0.038461538461538464,0.0,0.3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.96,0.96,0.0,0.0,2.0,2,0.0,14,228.64912280701753,225.08771929824562,88.30701754385964,84.74561403508773,0.11772853185595568,0.08653846153846154,0.0,0.038461538461538464,0.0,0.3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.84,0.72,0.5,0.0,1.5,11,0.3333333333333333,32,176.83333333333334,178.3245614035088,56.67543859649123,58.166666666666686,0.2590027700831025,0.27884615384615385,0.4,0.38461538461538464,0.078125,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.84,0.72,0.5,0.0,1.5,11,0.3333333333333333,32,176.83333333333334,178.3245614035088,56.67543859649123,58.166666666666686,0.2590027700831025,0.27884615384615385,0.4,0.38461538461538464,0.078125,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.84,0.72,0.5,0.0,1.5,11,0.3333333333333333,32,176.83333333333334,178.3245614035088,56.67543859649123,58.166666666666686,0.2590027700831025,0.27884615384615385,0.4,0.38461538461538464,0.078125,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.04,1.0,0.0,0.0,2.0,2,0.0,2,230.86842105263156,227.2719298245614,122.81578947368419,119.21929824561403,0.1260387811634349,0.038461538461538464,0.0,0.028846153846153848,0.0,0.3,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.04,0.84,1.0,0.0,1.0,6,0.2857142857142857,21,176.00877192982455,178.640350877193,98.32456140350875,100.95614035087719,0.278393351800554,0.17307692307692307,0.46153846153846156,0.3269230769230769,0.0,0.35,0.21875,0.20833333333333334,0.28888888888888886,0.0,0.46153846153846156,0.18461538461538463,0.0,0.0,0.0,0.0,0.5666666666666667,0.0,0.0,0.25,0.0,0
1.04,0.84,1.0,0.0,1.0,6,0.2857142857142857,21,176.00877192982455,178.640350877193,98.32456140350875,100.95614035087719,0.278393351800554,0.17307692307692307,0.46153846153846156,0.3269230769230769,0.0,0.35,0.21875,0.20833333333333334,0.28888888888888886,0.0,0.46153846153846156,0.18461538461538463,0.0,0.0,0.0,0.0,0.5666666666666667,0.0,0.0,0.25,0.0,0
1.04,0.84,1.0,0.0,1.0,6,0.2857142857142857,21,176.00877192982455,178.640350877193,98.32456140350875,100.95614035087719,0.278393351800554,0.17307692307692307,0.46153846153846156,0.3269230769230769,0.0,0.35,0.21875,0.20833333333333334,0.28888888888888886,0.0,0.46153846153846156,0.18461538461538463,0.0,0.0,0.0,0.0,0.5666666666666667,0.0,0.0,0.25,0.0,0
